"id","submitdate","lastpage","startlanguage","seed","startdate","datestamp","InformationSheet","consent","ideology","left_right","party","national_pride_1","national_pride_2","ac1","ft_trump","ft_biden","ft_anti_vaxxers","ft_climate_activists","ft_undoc_im","ft_doc_im","ft_unions","randomisation","transitionVignettes","TransitionControl","V1demxval","V2demxsec","V3repxval","V4repxsec","Control","integrvalues","geneq","sexconsent","integrlanguage","placebo_corporate_tax","ac2","pride_western_values","muslim1","muslim2","latino1","latino2","diversity","perceived_value_clash","mc1_party","mc1_party_other","mc2_latinos","mc2_muslims","mc2_western_europeans","mc2_africans","mc2_eastern_europeans","mc2_me_na","mc2_mexicans","mc2_americans","mc2_woman","mc2_asians","mc2_whites","mc2_blacks","mc2_men","mc2_other","mc3_threat","mc3_other","parents_born","residence","residence_other","education","education_other","employment_status","employment_status_other","household_income","race","race_other","gender","gender_other","debriefing","end","interviewtime","groupTime192","ProlificPIDTime","ProlificSessionIDTime","ProlificStudyIDTime","groupTime191","InformationSheetTime","consentTime","groupTime193","Q1Time","Q2Time","Q3Time","Q5Time","groupTime194","Q6Time","groupTime203","gleichungTime","groupTime202","transitionVignettesTime","TransitionControlTime","groupTime196","V1demxvalTime","V2demxsecTime","V3repxvalTime","V4repxsecTime","ControlTime","groupTime197","Q7Time","Q8Time","groupTime198","Q11Time","Q12Time","Q13Time","groupTime199","MC1Time","MC2Time","MC3Time","groupTime195","QD1Time","QD2Time","QD3Time","QD4Time","QD5Time","QD6Time","QD7Time","groupTime200","debriefingTime","endTime","prolific_submission_id","prolific_review_status","Custom study tncs accepted at","prolific_start","prolific_end","prolific_review_date","prolific_archived_date","duration","prolific_completion_code","prolific_total_approvals","prolific_political_spectrum","age","prolific_sex","ethnicity","country_of_birth","country_of_residence","nationality","language","student_status","prolific_employment_status","immigration","imm_pro_con","immigration_dichot","treatment","integration","genderpolicies","latino1_reversed","latino","muslim","left_right_collapsed","left_right_five","gender_extended","gender_collapsed","party_collapsed","party_collapsed_num","born_us","continent_of_birth","imm_background","race_collapsed","race_labelled","race_collapsed_label","merged_race","cohort_labelled","cohort_num","residence_collapsed","residence_collapsed_label","education_label","unemployed","household_income_label"
18,2024-07-01 15:06:49,12,"en",11172809,2024-07-01 15:03:52,2024-07-01 15:06:49,NA,"consent given",4,56,6,5,1,NA,100,0,7,8,5,26,47,5,NA,NA,NA,NA,NA,NA,NA,8,8,0,10,9,1,3,4,5,5,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2",NA,6,NA,"1",NA,2,"1",NA,"Women",NA,NA,NA,180.36,NA,NA,NA,NA,5.68,NA,NA,24.66,NA,NA,NA,NA,22.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.86,NA,NA,NA,NA,NA,NA,75.94,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,7.9,NA,NA,"6682a930b539f2ba6f298b55","AWAITING REVIEW","Not Applicable",2024-07-01 13:03:49.995,2024-07-01 13:06:51.126,NA,2024-07-01 13:06:51.872376,182,"CBDIKNY0",13,"Conservative","29","Female","White","United States","United States","United States","English","No","Full-Time",15.5,2,0,"control",9,4,1,2.5,4.5,"Centrist","middle","Female","Other","Republican",3,1,"North America (US)",0,1,"White","White","White","6 - 90s",2,0,"Other","Post Graduate (e.g., masters, PhD, JD)",0,"Between $40,000 and $79,999 per year"
19,2024-07-01 15:09:53,12,"en",558974269,2024-07-01 15:04:51,2024-07-01 15:09:53,NA,"consent given",2,83,7,5,1,1,95,9,35,6,7,83,24,1,NA,NA,NA,NA,NA,NA,NA,6,8,7,4,10,1,5,2,5,3,4,8,6,"Democratic",NA,NA,"Y",NA,"Y","Y","Y","Y",NA,NA,"Y",NA,NA,NA,NA,"1",NA,0,"4",NA,6,NA,"1",NA,4,"1",NA,"Men",NA,NA,NA,303.54,NA,NA,NA,NA,55.27,NA,NA,15.01,NA,NA,NA,NA,18.97,NA,NA,NA,3.15,NA,NA,15.97,NA,NA,NA,NA,NA,33.9,NA,NA,NA,NA,NA,NA,125.37,NA,NA,NA,29.7,NA,NA,NA,NA,NA,NA,NA,6.2,NA,NA,"6682a962a13999bb1cb14dd9","AWAITING REVIEW","Not Applicable",2024-07-01 13:04:46.866,2024-07-01 13:10:11.718,NA,2024-07-01 13:10:12.892956,325,"CBDIKNY0",2947,"Conservative","29","Male","White","United States","United States","United States","English","No","Full-Time",45,2,0,"t3",5,7.5,3,3.5,3.5,"Right-leaning","strong_right","Male","Male","Republican",3,1,"North America (US)",0,1,"White","White","White","6 - 90s",2,1,"Larger city or suburb to a larger city ","Post Graduate (e.g., masters, PhD, JD)",0,"Between $120,000 and $199,999 per year"
20,2024-07-01 15:08:59,12,"en",1843399102,2024-07-01 15:05:36,2024-07-01 15:08:59,NA,"consent given",5,45,2,3,5,1,0,35,0,60,50,52,84,4,NA,NA,NA,NA,NA,NA,NA,7,10,7,8,5,1,3,2,4,2,3,6,4,"Republican",NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,1,"5",NA,6,NA,"1",NA,5,"1",NA,"Women",NA,NA,NA,206.39,NA,NA,NA,NA,6.26,NA,NA,21.39,NA,NA,NA,NA,28.22,NA,NA,NA,2.92,NA,NA,19.3,NA,NA,NA,NA,NA,26.2,NA,NA,38.19,NA,NA,NA,28.83,NA,NA,NA,22.84,NA,NA,NA,NA,NA,NA,NA,12.24,NA,NA,"6682a999f7c264f50ca0b06f","AWAITING REVIEW","Not Applicable",2024-07-01 13:05:33.973,2024-07-01 13:09:01.887,NA,2024-07-01 13:09:03.09548,208,"CBDIKNY0",4591,"Liberal","37","Female","White","United States","United States","United States","English","No","Full-Time",51,0,1,"t2",7.5,8.5,4,3.5,3,"Centrist","middle","Female","Other","Democratic",1,1,"North America (US)",1,1,"White","White","White","5 - 80s",3,1,"Larger city or suburb to a larger city ","Post Graduate (e.g., masters, PhD, JD)",0,"Above $200,000 per year"
21,2024-07-01 15:18:28,12,"en",896414661,2024-07-01 15:08:25,2024-07-01 15:18:28,NA,"consent given",3,65,5,4,4,1,100,30,80,10,0,50,50,3,NA,NA,NA,NA,NA,NA,NA,5,3,7,5,4,1,3,2,5,5,1,6,10,"Republican",NA,NA,"Y",NA,"Y",NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,0,"3",NA,2,NA,"-oth-","Disabled",4,"1",NA,"Men",NA,NA,NA,607.56,NA,NA,NA,NA,36.21,NA,NA,67.29,NA,NA,NA,NA,99.47,NA,NA,NA,6.84,NA,NA,44.6,NA,NA,NA,NA,NA,121.57,NA,NA,NA,NA,NA,NA,167.45,NA,NA,NA,53.61,NA,NA,NA,NA,NA,NA,NA,10.52,NA,NA,"6682aa36200c936fe0feafbf","AWAITING REVIEW","Not Applicable",2024-07-01 13:08:15.745,2024-07-01 13:18:32.101,NA,2024-07-01 13:18:32.841148,617,"CBDIKNY0",58,"Conservative","29","Male","White","United States","United States","United States","English","No","Not in paid work (e.g. homemaker', 'retired or disabled)",25,2,0,"t1",5,5,1,1,3.5,"Right-leaning","slight_right","Male","Male","Republican",3,1,"North America (US)",0,1,"White","White","White","6 - 90s",2,0,"Other","High School Graduate",0,"Between $120,000 and $199,999 per year"
22,2024-07-01 15:15:11,12,"en",1582310467,2024-07-01 15:09:36,2024-07-01 15:15:11,NA,"consent given",5,42,4,4,2,1,69,35,0,50,50,81,77,1,NA,NA,NA,NA,NA,NA,NA,5,10,10,7,5,1,5,2,4,1,4,6,6,"Democratic",NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,0,"2",NA,4,NA,"1",NA,2,"1",NA,"Women",NA,NA,NA,340.19,NA,NA,NA,NA,33.68,NA,NA,49.72,NA,NA,NA,NA,38.4,NA,NA,NA,12.36,NA,NA,28.67,NA,NA,NA,NA,NA,35.69,NA,NA,NA,NA,NA,NA,94.2,NA,NA,NA,32.94,NA,NA,NA,NA,NA,NA,NA,14.53,NA,NA,"6682aa7f061954ae8483fb57","AWAITING REVIEW","Not Applicable",2024-07-01 13:09:28.126,2024-07-01 13:15:21.372,NA,2024-07-01 13:18:21.175646,354,"CBDIKNY0",6,"Liberal","36","Female","White","United States","United States","United States","English","No","Full-Time",65.5,0,1,"t3",6,10,5,4.5,3,"Centrist","middle","Female","Other","Independent",2,1,"North America (US)",0,1,"White","White","White","5 - 80s",3,0,"Other","2-Year College Degree",0,"Between $40,000 and $79,999 per year"
23,2024-07-01 15:13:24,12,"en",774133267,2024-07-01 15:09:43,2024-07-01 15:13:24,NA,"consent given",1,100,6,5,1,1,50,0,57,20,0,72,56,5,NA,NA,NA,NA,NA,NA,NA,10,0,6,10,10,1,5,1,5,5,4,0,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,"Y",NA,"Y","Y",NA,NA,NA,NA,0,"2",NA,2,NA,"0",NA,1,"1",NA,"Men",NA,NA,NA,223.75,NA,NA,NA,NA,6.45,NA,NA,22.98,NA,NA,NA,NA,32.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.16,NA,NA,NA,NA,NA,NA,76.81,NA,NA,NA,29.47,NA,NA,NA,NA,NA,NA,NA,4.92,NA,NA,"6682aa8d68c703a88b7af749","AWAITING REVIEW","Not Applicable",2024-07-01 13:09:38.618,2024-07-01 13:13:26.808,NA,2024-07-01 13:18:14.732702,229,"CBDIKNY0",1398,"Conservative","25","Male","White","United States","United States","United States","English","No","Unemployed (and job seeking)",36,2,0,"control",10,3,1,2.5,3,"Right-leaning","strong_right","Male","Male","Republican",3,1,"North America (US)",0,1,"White","White","White","6 - 90s",2,0,"Other","High School Graduate",1,"Under $40,000 per year"
24,2024-07-01 15:21:27,12,"en",530136925,2024-07-01 15:10:47,2024-07-01 15:21:27,NA,"consent given",2,90,5,5,1,1,98,0,85,5,0,90,10,1,NA,NA,NA,NA,NA,NA,NA,8,0,0,9,10,1,4,4,4,2,4,8,1,"No party stated",NA,"Y","Y",NA,"Y","Y","Y","Y",NA,NA,"Y",NA,NA,NA,NA,"1",NA,0,"2",NA,2,NA,"1",NA,2,"1",NA,"Men",NA,NA,NA,644.25,NA,NA,NA,NA,9.61,NA,NA,53.27,NA,NA,NA,NA,215.58,NA,NA,NA,8.15,NA,NA,37.81,NA,NA,NA,NA,NA,66.3,NA,NA,NA,NA,NA,NA,205.79,NA,NA,NA,26.92,NA,NA,NA,NA,NA,NA,NA,20.82,NA,NA,"6682aacd089d9ed977d4040e","AWAITING REVIEW","Not Applicable",2024-07-01 13:10:44.437,2024-07-01 13:21:29.312,NA,2024-07-01 13:21:30.205241,645,"CBDIKNY0",1928,"Conservative","59","Male","White","United States","United States","United States","English","No","Full-Time",45,2,0,"t3",8.5,0,4,4,4,"Right-leaning","strong_right","Male","Male","Republican",3,1,"North America (US)",0,1,"White","White","White","3 - 60s",5,0,"Other","High School Graduate",0,"Between $40,000 and $79,999 per year"
25,2024-07-01 15:20:53,12,"en",2079777845,2024-07-01 15:12:09,2024-07-01 15:20:53,NA,"consent given",3,50,4,4,2,1,71,58,52,52,40,72,66,3,NA,NA,NA,NA,NA,NA,NA,10,9,8,9,9,1,4,3,2,4,4,3,8,"No party stated",NA,NA,"Y",NA,NA,NA,NA,"Y",NA,"Y","Y",NA,NA,"Y",NA,"1",NA,2,"5",NA,4,NA,"0",NA,1,"3",NA,"Men",NA,NA,NA,530.67,NA,NA,NA,NA,15.86,NA,NA,72.39,NA,NA,NA,NA,102.46,NA,NA,NA,5.64,NA,NA,79.66,NA,NA,NA,NA,NA,54.53,NA,NA,67.59,NA,NA,NA,85.87,NA,NA,NA,41.69,NA,NA,NA,NA,NA,NA,NA,4.98,NA,NA,"6682ab1478f510f0f3efa521","AWAITING REVIEW","Not Applicable",2024-07-01 13:12:07.484,2024-07-01 13:21:00.261,NA,2024-07-01 13:21:01.498293,533,"CBDIKNY0",46,"Conservative","31","Male","Other","United States","United States","United States","English","No","Other",56,0,1,"t1",9.5,8.5,2,3,2.5,"Centrist","middle","Male","Male","Independent",2,1,"North America (US)",1,0,"Hispanic / Latino","Non-white","Hispanic / Latino","6 - 90s",2,1,"Larger city or suburb to a larger city ","2-Year College Degree",1,"Under $40,000 per year"
26,2024-07-01 15:15:37,12,"en",823322692,2024-07-01 15:12:40,2024-07-01 15:15:37,NA,"consent given",2,92,6,5,2,1,32,16,27,52,17,68,52,4,NA,NA,NA,NA,NA,NA,NA,7,6,6,5,5,1,4,1,3,3,2,6,6,"Republican",NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,"2",NA,0,"5",NA,6,NA,"1",NA,4,"1",NA,"Men",NA,NA,NA,180.52,NA,NA,NA,NA,8.69,NA,NA,22.48,NA,NA,NA,NA,26.67,NA,NA,NA,3.57,NA,NA,7.96,NA,NA,NA,NA,NA,32.07,NA,NA,17.35,NA,NA,NA,35.63,NA,NA,NA,22.99,NA,NA,NA,NA,NA,NA,NA,3.11,NA,NA,"6682ab3f915549285a05de50","AWAITING REVIEW","Not Applicable",2024-07-01 13:12:36.769,2024-07-01 13:15:38.725,NA,2024-07-01 13:18:21.922396,182,"CBDIKNY0",13,"Conservative","25","Male","White","United States","United States","United States","English","Yes","Full-Time",42.5,2,0,"t2",6,6,3,2.5,2,"Right-leaning","strong_right","Male","Male","Republican",3,1,"North America (US)",0,1,"White","White","White","6 - 90s",2,1,"Larger city or suburb to a larger city ","Post Graduate (e.g., masters, PhD, JD)",0,"Between $120,000 and $199,999 per year"
27,2024-07-01 15:16:45,12,"en",1420883347,2024-07-01 15:12:52,2024-07-01 15:16:45,NA,"consent given",7,0,1,2,5,1,0,76,0,99,79,85,87,4,NA,NA,NA,NA,NA,NA,NA,6,8,10,2,0,1,2,5,2,1,5,2,0,"Republican",NA,"Y",NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,"2",NA,0,"5",NA,6,NA,"1",NA,5,"1",NA,"Men",NA,NA,NA,237.67,NA,NA,NA,NA,17.26,NA,NA,22.35,NA,NA,NA,NA,40.77,NA,NA,NA,4.73,NA,NA,18.54,NA,NA,NA,NA,NA,38.49,NA,NA,NA,NA,NA,NA,68.85,NA,NA,NA,18.33,NA,NA,NA,NA,NA,NA,NA,8.35,NA,NA,"6682ab4c4f1d556e69dec9d0","AWAITING REVIEW","Not Applicable",2024-07-01 13:12:49.16,2024-07-01 13:16:47.95,NA,2024-07-01 13:18:24.81778,239,"CBDIKNY0",36,"Liberal","39","Male","White","United States","United States","United States","English","No","Full-Time",82,0,1,"t2",4,9,5,5,3.5,"Left-leaning","strong_left","Male","Male","Democratic",1,1,"North America (US)",0,1,"White","White","White","5 - 80s",3,1,"Larger city or suburb to a larger city ","Post Graduate (e.g., masters, PhD, JD)",0,"Above $200,000 per year"
28,2024-07-01 15:15:32,12,"en",1564921009,2024-07-01 15:12:55,2024-07-01 15:15:32,NA,"consent given",2,76,6,4,2,1,72,19,78,74,85,94,76,5,NA,NA,NA,NA,NA,NA,NA,7,8,8,8,5,1,3,3,3,3,3,4,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"Y",NA,"Y",NA,"Y","Y",NA,NA,NA,NA,0,"2",NA,5,NA,"1",NA,1,"1",NA,"Women",NA,NA,NA,159.93,NA,NA,NA,NA,6.1,NA,NA,22.58,NA,NA,NA,NA,29.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.28,NA,NA,NA,NA,NA,NA,46.2,NA,NA,NA,23.38,NA,NA,NA,NA,NA,NA,NA,3.53,NA,NA,"6682ab4eb0598c5e9c4df53e","AWAITING REVIEW","Not Applicable",2024-07-01 13:12:51.91,2024-07-01 13:16:40.826,NA,2024-07-01 13:18:24.727486,229,"NOCODE",281,"Conservative","24","Female","White","United States","United States","United States","English","Yes","Full-Time",89.5,0,1,"control",7.5,8,3,3,3,"Right-leaning","slight_right","Female","Other","Republican",3,1,"North America (US)",0,1,"White","White","White","7 - 2000+",1,0,"Other","4-Year College Degree",0,"Under $40,000 per year"
29,2024-07-01 15:21:17,12,"en",908068465,2024-07-01 15:15:10,2024-07-01 15:21:17,NA,"consent given",6,0,2,4,5,1,0,35,0,100,100,100,100,1,NA,NA,NA,NA,NA,NA,NA,2,10,10,1,5,1,3,3,1,2,4,7,2,"Democratic",NA,"Y",NA,NA,NA,NA,NA,"Y","Y",NA,NA,"Y",NA,"Y",NA,"1",NA,1,"3",NA,4,NA,"1",NA,1,"3",NA,"Women",NA,NA,NA,371.64,NA,NA,NA,NA,8.63,NA,NA,32.63,NA,NA,NA,NA,39.84,NA,NA,NA,8.27,NA,NA,27.76,NA,NA,NA,NA,NA,48.91,NA,NA,39.38,NA,NA,NA,121.14,NA,NA,NA,38.55,NA,NA,NA,NA,NA,NA,NA,6.53,NA,NA,"6682abd5b92ce0748e7694fb","AWAITING REVIEW","Not Applicable",2024-07-01 13:15:05.944,2024-07-01 13:21:19.552,NA,2024-07-01 13:21:20.27456,374,"CBDIKNY0",19,"Liberal","21","Female","Other","United States","United States","United States","English","Yes","Part-Time",100,0,1,"t3",1.5,10,4,4,2,"Left-leaning","strong_left","Female","Other","Democratic",1,1,"North America (US)",1,0,"Hispanic / Latino","Non-white","Hispanic / Latino","7 - 2000+",1,0,"Other","2-Year College Degree",0,"Under $40,000 per year"
30,2024-07-01 15:19:23,12,"en",1921071713,2024-07-01 15:16:06,2024-07-01 15:19:23,NA,"consent given",4,52,4,3,5,1,30,1,10,30,20,90,75,4,NA,NA,NA,NA,NA,NA,NA,4,7,6,7,9,1,4,4,4,2,4,4,6,"Republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"2",NA,0,"2",NA,2,NA,"1",NA,2,"1",NA,"Men",NA,NA,NA,200.44,NA,NA,NA,NA,15.11,NA,NA,23.07,NA,NA,NA,NA,34.41,NA,NA,NA,4.32,NA,NA,12.35,NA,NA,NA,NA,NA,30.41,NA,NA,18.17,NA,NA,NA,43.69,NA,NA,NA,16.17,NA,NA,NA,NA,NA,NA,NA,2.74,NA,NA,"6682ac0c4f1d556e69dec9fe","AWAITING REVIEW","Not Applicable",2024-07-01 13:16:01.462,2024-07-01 13:19:27.502,NA,2024-07-01 13:19:28.421429,207,"CBDIKNY0",7,"Conservative","28","Male","White","United States","United States","United States","English","No","Full-Time",55,0,1,"t2",5.5,6.5,4,4,4,"Centrist","middle","Male","Male","Independent",2,1,"North America (US)",0,1,"White","White","White","6 - 90s",2,0,"Other","High School Graduate",0,"Between $40,000 and $79,999 per year"
31,2024-07-01 15:21:44,12,"en",1262363119,2024-07-01 15:16:53,2024-07-01 15:21:44,NA,"consent given",3,50,3,5,1,1,23,2,50,50,10,75,85,2,NA,NA,NA,NA,NA,NA,NA,10,10,10,10,10,1,4,4,4,4,4,7,5,"Republican",NA,NA,"Y",NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,"Y",NA,"2",NA,0,"2",NA,3,NA,"1",NA,2,"1",NA,"Women",NA,NA,NA,295.22,NA,NA,NA,NA,18.85,NA,NA,35.97,NA,NA,NA,NA,42.33,NA,NA,NA,4.46,NA,NA,26.95,NA,NA,NA,NA,NA,31.8,NA,NA,58.65,NA,NA,NA,33.16,NA,NA,NA,21.7,NA,NA,NA,NA,NA,NA,NA,21.35,NA,NA,"6682ac3abd61cbb0c8cc4f92","AWAITING REVIEW","Not Applicable",2024-07-01 13:16:49.555,2024-07-01 13:21:47.023,NA,2024-07-01 13:21:47.828672,298,"CBDIKNY0",19,"Conservative","51","Female","White","United States","United States","United States","English","No","Full-Time",42.5,2,0,"t4",10,10,2,3,4,"Centrist","middle","Female","Other","Democratic",1,1,"North America (US)",0,1,"White","White","White","4 - 70s",4,0,"Other","Some College",0,"Between $40,000 and $79,999 per year"
32,2024-07-01 15:22:23,12,"en",349520413,2024-07-01 15:16:59,2024-07-01 15:22:23,NA,"consent given",6,10,4,4,5,1,0,17,50,95,50,50,94,1,NA,NA,NA,NA,NA,NA,NA,0,5,5,7,1,1,4,4,1,1,2,0,0,"Democratic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none","1",NA,0,"4",NA,5,NA,"1",NA,2,"1",NA,"Women",NA,NA,NA,329.47,NA,NA,NA,NA,18.63,NA,NA,35.91,NA,NA,NA,NA,42.61,NA,NA,NA,6.09,NA,NA,21.65,NA,NA,NA,NA,NA,50.65,NA,NA,56.52,NA,NA,NA,52.75,NA,NA,NA,35.65,NA,NA,NA,NA,NA,NA,NA,9.01,NA,NA,"6682ac16a43d94b250a5ec0f","AWAITING REVIEW","Not Applicable",2024-07-01 13:16:54.326,2024-07-01 13:22:26.098,NA,2024-07-01 13:22:27.016999,332,"CBDIKNY0",3062,"Liberal","31","Female","White","United States","United States","United States","English","No","Full-Time",50,1,NA,"t3",3.5,5,5,3.5,2.5,"Left-leaning","strong_left","Female","Other","Independent",2,1,"North America (US)",0,1,"White","White","White","6 - 90s",2,1,"Larger city or suburb to a larger city ","4-Year College Degree",0,"Between $40,000 and $79,999 per year"
33,2024-07-01 15:24:22,12,"en",1992512907,2024-07-01 15:17:24,2024-07-01 15:24:22,NA,"consent given",1,100,7,5,1,1,97,15,46,86,53,93,63,1,NA,NA,NA,NA,NA,NA,NA,9,10,8,9,10,1,4,4,3,5,1,8,7,"Republican",NA,NA,NA,"Y","Y",NA,NA,NA,"Y","Y",NA,NA,"Y","Y",NA,"1",NA,0,"4",NA,6,NA,"1",NA,3,"2",NA,"Men",NA,NA,NA,420.04,NA,NA,NA,NA,64,NA,NA,61.1,NA,NA,NA,NA,33.08,NA,NA,NA,5.45,NA,NA,23.97,NA,NA,NA,NA,NA,17.33,NA,NA,NA,NA,NA,NA,161.43,NA,NA,NA,28.02,NA,NA,NA,NA,NA,NA,NA,25.66,NA,NA,"6682ac475cebbb74966f34b3","AWAITING REVIEW","Not Applicable",2024-07-01 13:17:09.134,2024-07-01 13:24:30.44,NA,2024-07-01 13:26:45.870724,442,"CBDIKNY0",29,"Conservative","34","Male","Black","United States","United States","United States","English","Yes","Full-Time",73,0,1,"t3",9,9,1,1,3.5,"Right-leaning","strong_right","Male","Male","Republican",3,1,"North America (US)",0,0,"Black","Non-white","Black","6 - 90s",2,1,"Larger city or suburb to a larger city ","Post Graduate (e.g., masters, PhD, JD)",0,"Between $80,000 and $119,999 per year"
35,2024-07-01 15:28:25,12,"en",447632982,2024-07-01 15:18:51,2024-07-01 15:28:25,NA,"consent given",6,10,1,5,1,1,0,90,0,90,50,90,76,1,NA,NA,NA,NA,NA,NA,NA,8,8,8,9,5,1,4,4,2,3,4,7,3,"Democratic",NA,NA,"Y",NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,"1",NA,0,"1",NA,5,NA,"-oth-","Retired",3,"1",NA,"Men",NA,NA,NA,579.27,NA,NA,NA,NA,47.78,NA,NA,44.9,NA,NA,NA,NA,76.16,NA,NA,NA,7.32,NA,NA,58.9,NA,NA,NA,NA,NA,66.6,NA,NA,78.61,NA,NA,NA,111.94,NA,NA,NA,66.65,NA,NA,NA,NA,NA,NA,NA,20.41,NA,NA,"6682acb14abb396dad70bff8","AWAITING REVIEW","Not Applicable",2024-07-01 13:18:48.367,2024-07-01 13:28:27.809,NA,2024-07-01 13:28:28.339102,580,"CBDIKNY0",2503,"Liberal","71","Male","White","United States","United States","United States","English","No","Not in paid work (e.g. homemaker', 'retired or disabled)",70,0,1,"t3",8.5,8,3,3.5,3,"Left-leaning","strong_left","Male","Male","Democratic",1,1,"North America (US)",0,1,"White","White","White","2 - 1950s",6,0,"Other","4-Year College Degree",0,"Between $80,000 and $119,999 per year"
36,2024-07-01 15:21:43,12,"en",10041121,2024-07-01 15:19:03,2024-07-01 15:21:43,NA,"consent given",2,84,7,5,1,1,85,0,75,4,2,50,20,3,NA,NA,NA,NA,NA,NA,NA,8,0,5,8,5,1,5,3,3,3,3,8,7,"No party stated",NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,0,"2",NA,3,NA,"1",NA,4,"1",NA,"Men",NA,NA,NA,163.85,NA,NA,NA,NA,5.51,NA,NA,17.11,NA,NA,NA,NA,27.73,NA,NA,NA,3.63,NA,NA,13.09,NA,NA,NA,NA,NA,19.74,NA,NA,28.56,NA,NA,NA,24.7,NA,NA,NA,15.73,NA,NA,NA,NA,NA,NA,NA,8.05,NA,NA,"6682acb9ff9dc00969537bd6","AWAITING REVIEW","Not Applicable",2024-07-01 13:18:59.531,2024-07-01 13:21:44.841,NA,2024-07-01 13:21:46.383205,166,"CBDIKNY0",546,"Conservative","48","Male","White","United States","United States","United States","English","No","Full-Time",26,2,0,"t1",8,2.5,3,3,3,"Right-leaning","strong_right","Male","Male","Republican",3,1,"North America (US)",0,1,"White","White","White","4 - 70s",4,0,"Other","Some College",0,"Between $120,000 and $199,999 per year"
37,2024-07-01 15:24:20,12,"en",1248520186,2024-07-01 15:19:23,2024-07-01 15:24:20,NA,"consent given",2,52,2,5,1,1,9,80,6,89,9,88,79,2,NA,NA,NA,NA,NA,NA,NA,8,6,10,10,0,1,5,1,5,4,3,6,4,"Democratic",NA,"Y","Y",NA,NA,"Y",NA,"Y",NA,"Y",NA,NA,NA,NA,NA,"2",NA,0,"2",NA,3,NA,"0",NA,1,"1",NA,"Men",NA,NA,NA,299.47,NA,NA,NA,NA,14.48,NA,NA,23.44,NA,NA,NA,NA,44.03,NA,NA,NA,5.05,NA,NA,26.12,NA,NA,NA,NA,NA,38.36,NA,NA,58.14,NA,NA,NA,36.11,NA,NA,NA,34.57,NA,NA,NA,NA,NA,NA,NA,19.17,NA,NA,"6682acbc95849f22456320c0","AWAITING REVIEW","Not Applicable",2024-07-01 13:18:58.14,2024-07-01 13:24:23.195,NA,2024-07-01 13:26:42.859987,326,"CBDIKNY0",328,"Conservative","64","Male","White","United States","United States","United States","English","No","Not in paid work (e.g. homemaker', 'retired or disabled)",48.5,2,0,"t4",9,8,2,2.5,3,"Centrist","middle","Male","Male","Democratic",1,1,"North America (US)",0,1,"White","White","White","3 - 60s",5,0,"Other","Some College",1,"Under $40,000 per year"
38,2024-07-01 15:23:22,12,"en",616705101,2024-07-01 15:19:29,2024-07-01 15:23:22,NA,"consent given",2,100,4,5,1,1,100,0,50,50,50,50,50,1,NA,NA,NA,NA,NA,NA,NA,10,0,0,10,10,1,3,5,3,3,5,0,0,"Democratic",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,"1",NA,0,"5",NA,3,NA,"1",NA,1,"2",NA,"Men",NA,NA,NA,238.9,NA,NA,NA,NA,7.58,NA,NA,27.79,NA,NA,NA,NA,33.94,NA,NA,NA,4.3,NA,NA,33.89,NA,NA,NA,NA,NA,31.38,NA,NA,23.94,NA,NA,NA,52.85,NA,NA,NA,15.65,NA,NA,NA,NA,NA,NA,NA,7.58,NA,NA,"6682acc7b0598c5e9c4df590","AWAITING REVIEW","Not Applicable",2024-07-01 13:19:23.032,2024-07-01 13:23:27.496,NA,2024-07-01 13:23:33.145611,245,"CBDIKNY0",552,"Conservative","37","Male","Black","United States","United States","United States","English","No","Unemployed (and job seeking)",50,1,NA,"t3",10,0,3,4,4,"Right-leaning","strong_right","Male","Male","Independent",2,1,"North America (US)",0,0,"Black","Non-white","Black","5 - 80s",3,1,"Larger city or suburb to a larger city ","Some College",0,"Under $40,000 per year"
